STATUS,200
MESSAGEID,M181000I
MESSAGE,Successfully completed
DATE,2026-05-26T09:11:42.952+09:00
PARAMETER,FORMAT,CSV
PARAMETER,LANG,EN
PARAMETER,DB,FM08
PARAMETER,STARTDATE,197301
PARAMETER,ENDDATE,203105
PARAMETER,STARTPOSITION,
NEXTPOSITION,
SERIES_CODE,NAME_OF_TIME_SERIES,UNIT,FREQUENCY,CATEGORY,LAST_UPDATE,SURVEY_DATES,VALUES
FXERM07,"US.Dollar/Yen Spot Rate at 17:00 in JST, Average in the Month, Tokyo Market",Yen per U.S. Dollar,MONTHLY,Foreign Exchange Rates,20260508,197403,282.58
FXERM07,"US.Dollar/Yen Spot Rate at 17:00 in JST, Average in the Month, Tokyo Market",Yen per U.S. Dollar,MONTHLY,Foreign Exchange Rates,20260508,197404,277.78
FXERM07,"US.Dollar/Yen Spot Rate at 17:00 in JST, Average in the Month, Tokyo Market",Yen per U.S. Dollar,MONTHLY,Foreign Exchange Rates,20260508,197405,278.93
FXERM07,"US.Dollar/Yen Spot Rate at 17:00 in JST, Average in the Month, Tokyo Market",Yen per U.S. Dollar,MONTHLY,Foreign Exchange Rates,20260508,197406,283.05
FXERM07,"US.Dollar/Yen Spot Rate at 17:00 in JST, Average in the Month, Tokyo Market",Yen per U.S. Dollar,MONTHLY,Foreign Exchange Rates,20260508,197407,290.91
FXERM07,"US.Dollar/Yen Spot Rate at 17:00 in JST, Average in the Month, Tokyo Market",Yen per U.S. Dollar,MONTHLY,Foreign Exchange Rates,20260508,197408,302.22
FXERM07,"US.Dollar/Yen Spot Rate at 17:00 in JST, Average in the Month, Tokyo Market",Yen per U.S. Dollar,MONTHLY,Foreign Exchange Rates,20260508,197409,299.63
FXERM07,"US.Dollar/Yen Spot Rate at 17:00 in JST, Average in the Month, Tokyo Market",Yen per U.S. Dollar,MONTHLY,Foreign Exchange Rates,20260508,197410,299.48
FXERM07,"US.Dollar/Yen Spot Rate at 17:00 in JST, Average in the Month, Tokyo Market",Yen per U.S. Dollar,MONTHLY,Foreign Exchange Rates,20260508,197411,300.1
FXERM07,"US.Dollar/Yen Spot Rate at 17:00 in JST, Average in the Month, Tokyo Market",Yen per U.S. Dollar,MONTHLY,Foreign Exchange Rates,20260508,197412,300.44
FXERM07,"US.Dollar/Yen Spot Rate at 17:00 in JST, Average in the Month, Tokyo Market",Yen per U.S. Dollar,MONTHLY,Foreign Exchange Rates,20260508,197501,299.64
FXERM07,"US.Dollar/Yen Spot Rate at 17:00 in JST, Average in the Month, Tokyo Market",Yen per U.S. Dollar,MONTHLY,Foreign Exchange Rates,20260508,197502,292.17
FXERM07,"US.Dollar/Yen Spot Rate at 17:00 in JST, Average in the Month, Tokyo Market",Yen per U.S. Dollar,MONTHLY,Foreign Exchange Rates,20260508,197503,288.03
FXERM07,"US.Dollar/Yen Spot Rate at 17:00 in JST, Average in the Month, Tokyo Market",Yen per U.S. Dollar,MONTHLY,Foreign Exchange Rates,20260508,197504,292.12
FXERM07,"US.Dollar/Yen Spot Rate at 17:00 in JST, Average in the Month, Tokyo Market",Yen per U.S. Dollar,MONTHLY,Foreign Exchange Rates,20260508,197505,291.47
FXERM07,"US.Dollar/Yen Spot Rate at 17:00 in JST, Average in the Month, Tokyo Market",Yen per U.S. Dollar,MONTHLY,Foreign Exchange Rates,20260508,197506,293.57
FXERM07,"US.Dollar/Yen Spot Rate at 17:00 in JST, Average in the Month, Tokyo Market",Yen per U.S. Dollar,MONTHLY,Foreign Exchange Rates,20260508,197507,296.22
FXERM07,"US.Dollar/Yen Spot Rate at 17:00 in JST, Average in the Month, Tokyo Market",Yen per U.S. Dollar,MONTHLY,Foreign Exchange Rates,20260508,197508,297.93
FXERM07,"US.Dollar/Yen Spot Rate at 17:00 in JST, Average in the Month, Tokyo Market",Yen per U.S. Dollar,MONTHLY,Foreign Exchange Rates,20260508,197509,299.68
FXERM07,"US.Dollar/Yen Spot Rate at 17:00 in JST, Average in the Month, Tokyo Market",Yen per U.S. Dollar,MONTHLY,Foreign Exchange Rates,20260508,197510,302.38
FXERM07,"US.Dollar/Yen Spot Rate at 17:00 in JST, Average in the Month, Tokyo Market",Yen per U.S. Dollar,MONTHLY,Foreign Exchange Rates,20260508,197511,302.53
FXERM07,"US.Dollar/Yen Spot Rate at 17:00 in JST, Average in the Month, Tokyo Market",Yen per U.S. Dollar,MONTHLY,Foreign Exchange Rates,20260508,197512,305.7
FXERM07,"US.Dollar/Yen Spot Rate at 17:00 in JST, Average in the Month, Tokyo Market",Yen per U.S. Dollar,MONTHLY,Foreign Exchange Rates,20260508,197601,304.66
FXERM07,"US.Dollar/Yen Spot Rate at 17:00 in JST, Average in the Month, Tokyo Market",Yen per U.S. Dollar,MONTHLY,Foreign Exchange Rates,20260508,197602,301.9
FXERM07,"US.Dollar/Yen Spot Rate at 17:00 in JST, Average in the Month, Tokyo Market",Yen per U.S. Dollar,MONTHLY,Foreign Exchange Rates,20260508,197603,300.6
FXERM07,"US.Dollar/Yen Spot Rate at 17:00 in JST, Average in the Month, Tokyo Market",Yen per U.S. Dollar,MONTHLY,Foreign Exchange Rates,20260508,197604,299.1
FXERM07,"US.Dollar/Yen Spot Rate at 17:00 in JST, Average in the Month, Tokyo Market",Yen per U.S. Dollar,MONTHLY,Foreign Exchange Rates,20260508,197605,299.06
FXERM07,"US.Dollar/Yen Spot Rate at 17:00 in JST, Average in the Month, Tokyo Market",Yen per U.S. Dollar,MONTHLY,Foreign Exchange Rates,20260508,197606,299.4
FXERM07,"US.Dollar/Yen Spot Rate at 17:00 in JST, Average in the Month, Tokyo Market",Yen per U.S. Dollar,MONTHLY,Foreign Exchange Rates,20260508,197607,294.77
FXERM07,"US.Dollar/Yen Spot Rate at 17:00 in JST, Average in the Month, Tokyo Market",Yen per U.S. Dollar,MONTHLY,Foreign Exchange Rates,20260508,197608,290.77
FXERM07,"US.Dollar/Yen Spot Rate at 17:00 in JST, Average in the Month, Tokyo Market",Yen per U.S. Dollar,MONTHLY,Foreign Exchange Rates,20260508,197609,287.58
FXERM07,"US.Dollar/Yen Spot Rate at 17:00 in JST, Average in the Month, Tokyo Market",Yen per U.S. Dollar,MONTHLY,Foreign Exchange Rates,20260508,197610,290.99
FXERM07,"US.Dollar/Yen Spot Rate at 17:00 in JST, Average in the Month, Tokyo Market",Yen per U.S. Dollar,MONTHLY,Foreign Exchange Rates,20260508,197611,295.09
FXERM07,"US.Dollar/Yen Spot Rate at 17:00 in JST, Average in the Month, Tokyo Market",Yen per U.S. Dollar,MONTHLY,Foreign Exchange Rates,20260508,197612,294.65
FXERM07,"US.Dollar/Yen Spot Rate at 17:00 in JST, Average in the Month, Tokyo Market",Yen per U.S. Dollar,MONTHLY,Foreign Exchange Rates,20260508,197701,290.94
FXERM07,"US.Dollar/Yen Spot Rate at 17:00 in JST, Average in the Month, Tokyo Market",Yen per U.S. Dollar,MONTHLY,Foreign Exchange Rates,20260508,197702,285.22
FXERM07,"US.Dollar/Yen Spot Rate at 17:00 in JST, Average in the Month, Tokyo Market",Yen per U.S. Dollar,MONTHLY,Foreign Exchange Rates,20260508,197703,280.41
FXERM07,"US.Dollar/Yen Spot Rate at 17:00 in JST, Average in the Month, Tokyo Market",Yen per U.S. Dollar,MONTHLY,Foreign Exchange Rates,20260508,197704,275.14
FXERM07,"US.Dollar/Yen Spot Rate at 17:00 in JST, Average in the Month, Tokyo Market",Yen per U.S. Dollar,MONTHLY,Foreign Exchange Rates,20260508,197705,277.53
FXERM07,"US.Dollar/Yen Spot Rate at 17:00 in JST, Average in the Month, Tokyo Market",Yen per U.S. Dollar,MONTHLY,Foreign Exchange Rates,20260508,197706,272.97
FXERM07,"US.Dollar/Yen Spot Rate at 17:00 in JST, Average in the Month, Tokyo Market",Yen per U.S. Dollar,MONTHLY,Foreign Exchange Rates,20260508,197707,264.9
FXERM07,"US.Dollar/Yen Spot Rate at 17:00 in JST, Average in the Month, Tokyo Market",Yen per U.S. Dollar,MONTHLY,Foreign Exchange Rates,20260508,197708,266.63
FXERM07,"US.Dollar/Yen Spot Rate at 17:00 in JST, Average in the Month, Tokyo Market",Yen per U.S. Dollar,MONTHLY,Foreign Exchange Rates,20260508,197709,266.95
FXERM07,"US.Dollar/Yen Spot Rate at 17:00 in JST, Average in the Month, Tokyo Market",Yen per U.S. Dollar,MONTHLY,Foreign Exchange Rates,20260508,197710,255.32
FXERM07,"US.Dollar/Yen Spot Rate at 17:00 in JST, Average in the Month, Tokyo Market",Yen per U.S. Dollar,MONTHLY,Foreign Exchange Rates,20260508,197711,244.7
FXERM07,"US.Dollar/Yen Spot Rate at 17:00 in JST, Average in the Month, Tokyo Market",Yen per U.S. Dollar,MONTHLY,Foreign Exchange Rates,20260508,197712,241.28
FXERM07,"US.Dollar/Yen Spot Rate at 17:00 in JST, Average in the Month, Tokyo Market",Yen per U.S. Dollar,MONTHLY,Foreign Exchange Rates,20260508,197801,241.21
FXERM07,"US.Dollar/Yen Spot Rate at 17:00 in JST, Average in the Month, Tokyo Market",Yen per U.S. Dollar,MONTHLY,Foreign Exchange Rates,20260508,197802,240.31
FXERM07,"US.Dollar/Yen Spot Rate at 17:00 in JST, Average in the Month, Tokyo Market",Yen per U.S. Dollar,MONTHLY,Foreign Exchange Rates,20260508,197803,231.42
FXERM07,"US.Dollar/Yen Spot Rate at 17:00 in JST, Average in the Month, Tokyo Market",Yen per U.S. Dollar,MONTHLY,Foreign Exchange Rates,20260508,197804,221.61
FXERM07,"US.Dollar/Yen Spot Rate at 17:00 in JST, Average in the Month, Tokyo Market",Yen per U.S. Dollar,MONTHLY,Foreign Exchange Rates,20260508,197805,226.34
FXERM07,"US.Dollar/Yen Spot Rate at 17:00 in JST, Average in the Month, Tokyo Market",Yen per U.S. Dollar,MONTHLY,Foreign Exchange Rates,20260508,197806,214.38
FXERM07,"US.Dollar/Yen Spot Rate at 17:00 in JST, Average in the Month, Tokyo Market",Yen per U.S. Dollar,MONTHLY,Foreign Exchange Rates,20260508,197807,199.95
FXERM07,"US.Dollar/Yen Spot Rate at 17:00 in JST, Average in the Month, Tokyo Market",Yen per U.S. Dollar,MONTHLY,Foreign Exchange Rates,20260508,197808,188.5
FXERM07,"US.Dollar/Yen Spot Rate at 17:00 in JST, Average in the Month, Tokyo Market",Yen per U.S. Dollar,MONTHLY,Foreign Exchange Rates,20260508,197809,190.16
FXERM07,"US.Dollar/Yen Spot Rate at 17:00 in JST, Average in the Month, Tokyo Market",Yen per U.S. Dollar,MONTHLY,Foreign Exchange Rates,20260508,197810,183.95
FXERM07,"US.Dollar/Yen Spot Rate at 17:00 in JST, Average in the Month, Tokyo Market",Yen per U.S. Dollar,MONTHLY,Foreign Exchange Rates,20260508,197811,191.33
FXERM07,"US.Dollar/Yen Spot Rate at 17:00 in JST, Average in the Month, Tokyo Market",Yen per U.S. Dollar,MONTHLY,Foreign Exchange Rates,20260508,197812,196.12
FXERM07,"US.Dollar/Yen Spot Rate at 17:00 in JST, Average in the Month, Tokyo Market",Yen per U.S. Dollar,MONTHLY,Foreign Exchange Rates,20260508,197901,197.78
FXERM07,"US.Dollar/Yen Spot Rate at 17:00 in JST, Average in the Month, Tokyo Market",Yen per U.S. Dollar,MONTHLY,Foreign Exchange Rates,20260508,197902,200.53
FXERM07,"US.Dollar/Yen Spot Rate at 17:00 in JST, Average in the Month, Tokyo Market",Yen per U.S. Dollar,MONTHLY,Foreign Exchange Rates,20260508,197903,206.21
FXERM07,"US.Dollar/Yen Spot Rate at 17:00 in JST, Average in the Month, Tokyo Market",Yen per U.S. Dollar,MONTHLY,Foreign Exchange Rates,20260508,197904,215.83
FXERM07,"US.Dollar/Yen Spot Rate at 17:00 in JST, Average in the Month, Tokyo Market",Yen per U.S. Dollar,MONTHLY,Foreign Exchange Rates,20260508,197905,218.14
FXERM07,"US.Dollar/Yen Spot Rate at 17:00 in JST, Average in the Month, Tokyo Market",Yen per U.S. Dollar,MONTHLY,Foreign Exchange Rates,20260508,197906,218.85
FXERM07,"US.Dollar/Yen Spot Rate at 17:00 in JST, Average in the Month, Tokyo Market",Yen per U.S. Dollar,MONTHLY,Foreign Exchange Rates,20260508,197907,216.44
FXERM07,"US.Dollar/Yen Spot Rate at 17:00 in JST, Average in the Month, Tokyo Market",Yen per U.S. Dollar,MONTHLY,Foreign Exchange Rates,20260508,197908,217.9
FXERM07,"US.Dollar/Yen Spot Rate at 17:00 in JST, Average in the Month, Tokyo Market",Yen per U.S. Dollar,MONTHLY,Foreign Exchange Rates,20260508,197909,222.22
FXERM07,"US.Dollar/Yen Spot Rate at 17:00 in JST, Average in the Month, Tokyo Market",Yen per U.S. Dollar,MONTHLY,Foreign Exchange Rates,20260508,197910,230.36
FXERM07,"US.Dollar/Yen Spot Rate at 17:00 in JST, Average in the Month, Tokyo Market",Yen per U.S. Dollar,MONTHLY,Foreign Exchange Rates,20260508,197911,244.86
FXERM07,"US.Dollar/Yen Spot Rate at 17:00 in JST, Average in the Month, Tokyo Market",Yen per U.S. Dollar,MONTHLY,Foreign Exchange Rates,20260508,197912,240.65
FXERM07,"US.Dollar/Yen Spot Rate at 17:00 in JST, Average in the Month, Tokyo Market",Yen per U.S. Dollar,MONTHLY,Foreign Exchange Rates,20260508,198001,237.73
FXERM07,"US.Dollar/Yen Spot Rate at 17:00 in JST, Average in the Month, Tokyo Market",Yen per U.S. Dollar,MONTHLY,Foreign Exchange Rates,20260508,198002,244.07
FXERM07,"US.Dollar/Yen Spot Rate at 17:00 in JST, Average in the Month, Tokyo Market",Yen per U.S. Dollar,MONTHLY,Foreign Exchange Rates,20260508,198003,248.61
FXERM07,"US.Dollar/Yen Spot Rate at 17:00 in JST, Average in the Month, Tokyo Market",Yen per U.S. Dollar,MONTHLY,Foreign Exchange Rates,20260508,198004,251.45
FXERM07,"US.Dollar/Yen Spot Rate at 17:00 in JST, Average in the Month, Tokyo Market",Yen per U.S. Dollar,MONTHLY,Foreign Exchange Rates,20260508,198005,228.06
FXERM07,"US.Dollar/Yen Spot Rate at 17:00 in JST, Average in the Month, Tokyo Market",Yen per U.S. Dollar,MONTHLY,Foreign Exchange Rates,20260508,198006,218.11
FXERM07,"US.Dollar/Yen Spot Rate at 17:00 in JST, Average in the Month, Tokyo Market",Yen per U.S. Dollar,MONTHLY,Foreign Exchange Rates,20260508,198007,220.91
FXERM07,"US.Dollar/Yen Spot Rate at 17:00 in JST, Average in the Month, Tokyo Market",Yen per U.S. Dollar,MONTHLY,Foreign Exchange Rates,20260508,198008,224.34
FXERM07,"US.Dollar/Yen Spot Rate at 17:00 in JST, Average in the Month, Tokyo Market",Yen per U.S. Dollar,MONTHLY,Foreign Exchange Rates,20260508,198009,214.95
FXERM07,"US.Dollar/Yen Spot Rate at 17:00 in JST, Average in the Month, Tokyo Market",Yen per U.S. Dollar,MONTHLY,Foreign Exchange Rates,20260508,198010,209.21
FXERM07,"US.Dollar/Yen Spot Rate at 17:00 in JST, Average in the Month, Tokyo Market",Yen per U.S. Dollar,MONTHLY,Foreign Exchange Rates,20260508,198011,212.99
FXERM07,"US.Dollar/Yen Spot Rate at 17:00 in JST, Average in the Month, Tokyo Market",Yen per U.S. Dollar,MONTHLY,Foreign Exchange Rates,20260508,198012,209.79
FXERM07,"US.Dollar/Yen Spot Rate at 17:00 in JST, Average in the Month, Tokyo Market",Yen per U.S. Dollar,MONTHLY,Foreign Exchange Rates,20260508,198101,202.19
FXERM07,"US.Dollar/Yen Spot Rate at 17:00 in JST, Average in the Month, Tokyo Market",Yen per U.S. Dollar,MONTHLY,Foreign Exchange Rates,20260508,198102,205.76
FXERM07,"US.Dollar/Yen Spot Rate at 17:00 in JST, Average in the Month, Tokyo Market",Yen per U.S. Dollar,MONTHLY,Foreign Exchange Rates,20260508,198103,208.84
FXERM07,"US.Dollar/Yen Spot Rate at 17:00 in JST, Average in the Month, Tokyo Market",Yen per U.S. Dollar,MONTHLY,Foreign Exchange Rates,20260508,198104,215.07
FXERM07,"US.Dollar/Yen Spot Rate at 17:00 in JST, Average in the Month, Tokyo Market",Yen per U.S. Dollar,MONTHLY,Foreign Exchange Rates,20260508,198105,220.78
FXERM07,"US.Dollar/Yen Spot Rate at 17:00 in JST, Average in the Month, Tokyo Market",Yen per U.S. Dollar,MONTHLY,Foreign Exchange Rates,20260508,198106,224.21
FXERM07,"US.Dollar/Yen Spot Rate at 17:00 in JST, Average in the Month, Tokyo Market",Yen per U.S. Dollar,MONTHLY,Foreign Exchange Rates,20260508,198107,232.11
FXERM07,"US.Dollar/Yen Spot Rate at 17:00 in JST, Average in the Month, Tokyo Market",Yen per U.S. Dollar,MONTHLY,Foreign Exchange Rates,20260508,198108,233.62
FXERM07,"US.Dollar/Yen Spot Rate at 17:00 in JST, Average in the Month, Tokyo Market",Yen per U.S. Dollar,MONTHLY,Foreign Exchange Rates,20260508,198109,229.83
FXERM07,"US.Dollar/Yen Spot Rate at 17:00 in JST, Average in the Month, Tokyo Market",Yen per U.S. Dollar,MONTHLY,Foreign Exchange Rates,20260508,198110,231.4
FXERM07,"US.Dollar/Yen Spot Rate at 17:00 in JST, Average in the Month, Tokyo Market",Yen per U.S. Dollar,MONTHLY,Foreign Exchange Rates,20260508,198111,223.76
FXERM07,"US.Dollar/Yen Spot Rate at 17:00 in JST, Average in the Month, Tokyo Market",Yen per U.S. Dollar,MONTHLY,Foreign Exchange Rates,20260508,198112,219.02
FXERM07,"US.Dollar/Yen Spot Rate at 17:00 in JST, Average in the Month, Tokyo Market",Yen per U.S. Dollar,MONTHLY,Foreign Exchange Rates,20260508,198201,224.55
FXERM07,"US.Dollar/Yen Spot Rate at 17:00 in JST, Average in the Month, Tokyo Market",Yen per U.S. Dollar,MONTHLY,Foreign Exchange Rates,20260508,198202,235.25
FXERM07,"US.Dollar/Yen Spot Rate at 17:00 in JST, Average in the Month, Tokyo Market",Yen per U.S. Dollar,MONTHLY,Foreign Exchange Rates,20260508,198203,240.64
FXERM07,"US.Dollar/Yen Spot Rate at 17:00 in JST, Average in the Month, Tokyo Market",Yen per U.S. Dollar,MONTHLY,Foreign Exchange Rates,20260508,198204,244.9
FXERM07,"US.Dollar/Yen Spot Rate at 17:00 in JST, Average in the Month, Tokyo Market",Yen per U.S. Dollar,MONTHLY,Foreign Exchange Rates,20260508,198205,236.97
FXERM07,"US.Dollar/Yen Spot Rate at 17:00 in JST, Average in the Month, Tokyo Market",Yen per U.S. Dollar,MONTHLY,Foreign Exchange Rates,20260508,198206,251.11
FXERM07,"US.Dollar/Yen Spot Rate at 17:00 in JST, Average in the Month, Tokyo Market",Yen per U.S. Dollar,MONTHLY,Foreign Exchange Rates,20260508,198207,255.1
FXERM07,"US.Dollar/Yen Spot Rate at 17:00 in JST, Average in the Month, Tokyo Market",Yen per U.S. Dollar,MONTHLY,Foreign Exchange Rates,20260508,198208,258.67
FXERM07,"US.Dollar/Yen Spot Rate at 17:00 in JST, Average in the Month, Tokyo Market",Yen per U.S. Dollar,MONTHLY,Foreign Exchange Rates,20260508,198209,262.74
FXERM07,"US.Dollar/Yen Spot Rate at 17:00 in JST, Average in the Month, Tokyo Market",Yen per U.S. Dollar,MONTHLY,Foreign Exchange Rates,20260508,198210,271.33
FXERM07,"US.Dollar/Yen Spot Rate at 17:00 in JST, Average in the Month, Tokyo Market",Yen per U.S. Dollar,MONTHLY,Foreign Exchange Rates,20260508,198211,265.02
FXERM07,"US.Dollar/Yen Spot Rate at 17:00 in JST, Average in the Month, Tokyo Market",Yen per U.S. Dollar,MONTHLY,Foreign Exchange Rates,20260508,198212,242.49
FXERM07,"US.Dollar/Yen Spot Rate at 17:00 in JST, Average in the Month, Tokyo Market",Yen per U.S. Dollar,MONTHLY,Foreign Exchange Rates,20260508,198301,232.9
FXERM07,"US.Dollar/Yen Spot Rate at 17:00 in JST, Average in the Month, Tokyo Market",Yen per U.S. Dollar,MONTHLY,Foreign Exchange Rates,20260508,198302,236.27
FXERM07,"US.Dollar/Yen Spot Rate at 17:00 in JST, Average in the Month, Tokyo Market",Yen per U.S. Dollar,MONTHLY,Foreign Exchange Rates,20260508,198303,237.92
FXERM07,"US.Dollar/Yen Spot Rate at 17:00 in JST, Average in the Month, Tokyo Market",Yen per U.S. Dollar,MONTHLY,Foreign Exchange Rates,20260508,198304,237.7
FXERM07,"US.Dollar/Yen Spot Rate at 17:00 in JST, Average in the Month, Tokyo Market",Yen per U.S. Dollar,MONTHLY,Foreign Exchange Rates,20260508,198305,234.78
FXERM07,"US.Dollar/Yen Spot Rate at 17:00 in JST, Average in the Month, Tokyo Market",Yen per U.S. Dollar,MONTHLY,Foreign Exchange Rates,20260508,198306,240.06
FXERM07,"US.Dollar/Yen Spot Rate at 17:00 in JST, Average in the Month, Tokyo Market",Yen per U.S. Dollar,MONTHLY,Foreign Exchange Rates,20260508,198307,240.49
FXERM07,"US.Dollar/Yen Spot Rate at 17:00 in JST, Average in the Month, Tokyo Market",Yen per U.S. Dollar,MONTHLY,Foreign Exchange Rates,20260508,198308,244.36
FXERM07,"US.Dollar/Yen Spot Rate at 17:00 in JST, Average in the Month, Tokyo Market",Yen per U.S. Dollar,MONTHLY,Foreign Exchange Rates,20260508,198309,242.71
FXERM07,"US.Dollar/Yen Spot Rate at 17:00 in JST, Average in the Month, Tokyo Market",Yen per U.S. Dollar,MONTHLY,Foreign Exchange Rates,20260508,198310,233
FXERM07,"US.Dollar/Yen Spot Rate at 17:00 in JST, Average in the Month, Tokyo Market",Yen per U.S. Dollar,MONTHLY,Foreign Exchange Rates,20260508,198311,235.25
FXERM07,"US.Dollar/Yen Spot Rate at 17:00 in JST, Average in the Month, Tokyo Market",Yen per U.S. Dollar,MONTHLY,Foreign Exchange Rates,20260508,198312,234.34
FXERM07,"US.Dollar/Yen Spot Rate at 17:00 in JST, Average in the Month, Tokyo Market",Yen per U.S. Dollar,MONTHLY,Foreign Exchange Rates,20260508,198401,233.95
FXERM07,"US.Dollar/Yen Spot Rate at 17:00 in JST, Average in the Month, Tokyo Market",Yen per U.S. Dollar,MONTHLY,Foreign Exchange Rates,20260508,198402,233.67
FXERM07,"US.Dollar/Yen Spot Rate at 17:00 in JST, Average in the Month, Tokyo Market",Yen per U.S. Dollar,MONTHLY,Foreign Exchange Rates,20260508,198403,225.52
FXERM07,"US.Dollar/Yen Spot Rate at 17:00 in JST, Average in the Month, Tokyo Market",Yen per U.S. Dollar,MONTHLY,Foreign Exchange Rates,20260508,198404,224.95
FXERM07,"US.Dollar/Yen Spot Rate at 17:00 in JST, Average in the Month, Tokyo Market",Yen per U.S. Dollar,MONTHLY,Foreign Exchange Rates,20260508,198405,230.67
FXERM07,"US.Dollar/Yen Spot Rate at 17:00 in JST, Average in the Month, Tokyo Market",Yen per U.S. Dollar,MONTHLY,Foreign Exchange Rates,20260508,198406,233.29
FXERM07,"US.Dollar/Yen Spot Rate at 17:00 in JST, Average in the Month, Tokyo Market",Yen per U.S. Dollar,MONTHLY,Foreign Exchange Rates,20260508,198407,242.72
FXERM07,"US.Dollar/Yen Spot Rate at 17:00 in JST, Average in the Month, Tokyo Market",Yen per U.S. Dollar,MONTHLY,Foreign Exchange Rates,20260508,198408,242.24
FXERM07,"US.Dollar/Yen Spot Rate at 17:00 in JST, Average in the Month, Tokyo Market",Yen per U.S. Dollar,MONTHLY,Foreign Exchange Rates,20260508,198409,245.19
FXERM07,"US.Dollar/Yen Spot Rate at 17:00 in JST, Average in the Month, Tokyo Market",Yen per U.S. Dollar,MONTHLY,Foreign Exchange Rates,20260508,198410,246.89
FXERM07,"US.Dollar/Yen Spot Rate at 17:00 in JST, Average in the Month, Tokyo Market",Yen per U.S. Dollar,MONTHLY,Foreign Exchange Rates,20260508,198411,243.29
FXERM07,"US.Dollar/Yen Spot Rate at 17:00 in JST, Average in the Month, Tokyo Market",Yen per U.S. Dollar,MONTHLY,Foreign Exchange Rates,20260508,198412,247.96
FXERM07,"US.Dollar/Yen Spot Rate at 17:00 in JST, Average in the Month, Tokyo Market",Yen per U.S. Dollar,MONTHLY,Foreign Exchange Rates,20260508,198501,254.11
FXERM07,"US.Dollar/Yen Spot Rate at 17:00 in JST, Average in the Month, Tokyo Market",Yen per U.S. Dollar,MONTHLY,Foreign Exchange Rates,20260508,198502,260.34
FXERM07,"US.Dollar/Yen Spot Rate at 17:00 in JST, Average in the Month, Tokyo Market",Yen per U.S. Dollar,MONTHLY,Foreign Exchange Rates,20260508,198503,258.43
FXERM07,"US.Dollar/Yen Spot Rate at 17:00 in JST, Average in the Month, Tokyo Market",Yen per U.S. Dollar,MONTHLY,Foreign Exchange Rates,20260508,198504,251.67
