STATUS,200
MESSAGEID,M181000I
MESSAGE,Successfully completed
DATE,2026-07-27T09:05:32.735+09:00
PARAMETER,FORMAT,CSV
PARAMETER,LANG,EN
PARAMETER,DB,CO
PARAMETER,STARTDATE,
PARAMETER,ENDDATE,
PARAMETER,STARTPOSITION,
NEXTPOSITION,
SERIES_CODE,NAME_OF_TIME_SERIES,UNIT,FREQUENCY,CATEGORY,LAST_UPDATE,SURVEY_DATES,VALUES
TK99F1000601GCQ01000,D.I./Business Conditions/Large Enterprises/Manufacturing/Actual result,% points,QUARTERLY,TANKAN/Judgement Survey,20260702,197902,28
TK99F1000601GCQ01000,D.I./Business Conditions/Large Enterprises/Manufacturing/Actual result,% points,QUARTERLY,TANKAN/Judgement Survey,20260702,197903,37
TK99F1000601GCQ01000,D.I./Business Conditions/Large Enterprises/Manufacturing/Actual result,% points,QUARTERLY,TANKAN/Judgement Survey,20260702,197904,34
TK99F1000601GCQ01000,D.I./Business Conditions/Large Enterprises/Manufacturing/Actual result,% points,QUARTERLY,TANKAN/Judgement Survey,20260702,198001,24
TK99F1000601GCQ01000,D.I./Business Conditions/Large Enterprises/Manufacturing/Actual result,% points,QUARTERLY,TANKAN/Judgement Survey,20260702,198002,30
TK99F1000601GCQ01000,D.I./Business Conditions/Large Enterprises/Manufacturing/Actual result,% points,QUARTERLY,TANKAN/Judgement Survey,20260702,198003,21
TK99F1000601GCQ01000,D.I./Business Conditions/Large Enterprises/Manufacturing/Actual result,% points,QUARTERLY,TANKAN/Judgement Survey,20260702,198004,8
TK99F1000601GCQ01000,D.I./Business Conditions/Large Enterprises/Manufacturing/Actual result,% points,QUARTERLY,TANKAN/Judgement Survey,20260702,198101,-2
TK99F1000601GCQ01000,D.I./Business Conditions/Large Enterprises/Manufacturing/Actual result,% points,QUARTERLY,TANKAN/Judgement Survey,20260702,198102,-5
TK99F1000601GCQ01000,D.I./Business Conditions/Large Enterprises/Manufacturing/Actual result,% points,QUARTERLY,TANKAN/Judgement Survey,20260702,198103,-3
TK99F1000601GCQ01000,D.I./Business Conditions/Large Enterprises/Manufacturing/Actual result,% points,QUARTERLY,TANKAN/Judgement Survey,20260702,198104,-2
TK99F1000601GCQ01000,D.I./Business Conditions/Large Enterprises/Manufacturing/Actual result,% points,QUARTERLY,TANKAN/Judgement Survey,20260702,198201,-5
TK99F1000601GCQ01000,D.I./Business Conditions/Large Enterprises/Manufacturing/Actual result,% points,QUARTERLY,TANKAN/Judgement Survey,20260702,198202,-10
TK99F1000601GCQ01000,D.I./Business Conditions/Large Enterprises/Manufacturing/Actual result,% points,QUARTERLY,TANKAN/Judgement Survey,20260702,198203,-17
TK99F1000601GCQ01000,D.I./Business Conditions/Large Enterprises/Manufacturing/Actual result,% points,QUARTERLY,TANKAN/Judgement Survey,20260702,198204,-23
TK99F1000601GCQ01000,D.I./Business Conditions/Large Enterprises/Manufacturing/Actual result,% points,QUARTERLY,TANKAN/Judgement Survey,20260702,198301,-28
TK99F1000601GCQ01000,D.I./Business Conditions/Large Enterprises/Manufacturing/Actual result,% points,QUARTERLY,TANKAN/Judgement Survey,20260702,198302,-22
TK99F1000601GCQ01000,D.I./Business Conditions/Large Enterprises/Manufacturing/Actual result,% points,QUARTERLY,TANKAN/Judgement Survey,20260702,198303,-15
TK99F1000601GCQ01000,D.I./Business Conditions/Large Enterprises/Manufacturing/Actual result,% points,QUARTERLY,TANKAN/Judgement Survey,20260702,198304,-7
TK99F1000601GCQ01000,D.I./Business Conditions/Large Enterprises/Manufacturing/Actual result,% points,QUARTERLY,TANKAN/Judgement Survey,20260702,198401,6
TK99F1000601GCQ01000,D.I./Business Conditions/Large Enterprises/Manufacturing/Actual result,% points,QUARTERLY,TANKAN/Judgement Survey,20260702,198402,14
TK99F1000601GCQ01000,D.I./Business Conditions/Large Enterprises/Manufacturing/Actual result,% points,QUARTERLY,TANKAN/Judgement Survey,20260702,198403,20
TK99F1000601GCQ01000,D.I./Business Conditions/Large Enterprises/Manufacturing/Actual result,% points,QUARTERLY,TANKAN/Judgement Survey,20260702,198404,22
TK99F1000601GCQ01000,D.I./Business Conditions/Large Enterprises/Manufacturing/Actual result,% points,QUARTERLY,TANKAN/Judgement Survey,20260702,198501,22
TK99F1000601GCQ01000,D.I./Business Conditions/Large Enterprises/Manufacturing/Actual result,% points,QUARTERLY,TANKAN/Judgement Survey,20260702,198502,18
TK99F1000601GCQ01000,D.I./Business Conditions/Large Enterprises/Manufacturing/Actual result,% points,QUARTERLY,TANKAN/Judgement Survey,20260702,198503,13
TK99F1000601GCQ01000,D.I./Business Conditions/Large Enterprises/Manufacturing/Actual result,% points,QUARTERLY,TANKAN/Judgement Survey,20260702,198504,5
TK99F1000601GCQ01000,D.I./Business Conditions/Large Enterprises/Manufacturing/Actual result,% points,QUARTERLY,TANKAN/Judgement Survey,20260702,198601,-4
TK99F1000601GCQ01000,D.I./Business Conditions/Large Enterprises/Manufacturing/Actual result,% points,QUARTERLY,TANKAN/Judgement Survey,20260702,198602,-12
TK99F1000601GCQ01000,D.I./Business Conditions/Large Enterprises/Manufacturing/Actual result,% points,QUARTERLY,TANKAN/Judgement Survey,20260702,198603,-19
TK99F1000601GCQ01000,D.I./Business Conditions/Large Enterprises/Manufacturing/Actual result,% points,QUARTERLY,TANKAN/Judgement Survey,20260702,198604,-24
TK99F1000601GCQ01000,D.I./Business Conditions/Large Enterprises/Manufacturing/Actual result,% points,QUARTERLY,TANKAN/Judgement Survey,20260702,198701,-23
TK99F1000601GCQ01000,D.I./Business Conditions/Large Enterprises/Manufacturing/Actual result,% points,QUARTERLY,TANKAN/Judgement Survey,20260702,198702,-20
TK99F1000601GCQ01000,D.I./Business Conditions/Large Enterprises/Manufacturing/Actual result,% points,QUARTERLY,TANKAN/Judgement Survey,20260702,198703,-11
TK99F1000601GCQ01000,D.I./Business Conditions/Large Enterprises/Manufacturing/Actual result,% points,QUARTERLY,TANKAN/Judgement Survey,20260702,198704,6
TK99F1000601GCQ01000,D.I./Business Conditions/Large Enterprises/Manufacturing/Actual result,% points,QUARTERLY,TANKAN/Judgement Survey,20260702,198801,18
TK99F1000601GCQ01000,D.I./Business Conditions/Large Enterprises/Manufacturing/Actual result,% points,QUARTERLY,TANKAN/Judgement Survey,20260702,198802,32
TK99F1000601GCQ01000,D.I./Business Conditions/Large Enterprises/Manufacturing/Actual result,% points,QUARTERLY,TANKAN/Judgement Survey,20260702,198803,40
TK99F1000601GCQ01000,D.I./Business Conditions/Large Enterprises/Manufacturing/Actual result,% points,QUARTERLY,TANKAN/Judgement Survey,20260702,198804,46
TK99F1000601GCQ01000,D.I./Business Conditions/Large Enterprises/Manufacturing/Actual result,% points,QUARTERLY,TANKAN/Judgement Survey,20260702,198901,47
TK99F1000601GCQ01000,D.I./Business Conditions/Large Enterprises/Manufacturing/Actual result,% points,QUARTERLY,TANKAN/Judgement Survey,20260702,198902,53
TK99F1000601GCQ01000,D.I./Business Conditions/Large Enterprises/Manufacturing/Actual result,% points,QUARTERLY,TANKAN/Judgement Survey,20260702,198903,50
TK99F1000601GCQ01000,D.I./Business Conditions/Large Enterprises/Manufacturing/Actual result,% points,QUARTERLY,TANKAN/Judgement Survey,20260702,198904,47
TK99F1000601GCQ01000,D.I./Business Conditions/Large Enterprises/Manufacturing/Actual result,% points,QUARTERLY,TANKAN/Judgement Survey,20260702,199001,43
TK99F1000601GCQ01000,D.I./Business Conditions/Large Enterprises/Manufacturing/Actual result,% points,QUARTERLY,TANKAN/Judgement Survey,20260702,199002,41
TK99F1000601GCQ01000,D.I./Business Conditions/Large Enterprises/Manufacturing/Actual result,% points,QUARTERLY,TANKAN/Judgement Survey,20260702,199003,41
TK99F1000601GCQ01000,D.I./Business Conditions/Large Enterprises/Manufacturing/Actual result,% points,QUARTERLY,TANKAN/Judgement Survey,20260702,199004,38
TK99F1000601GCQ01000,D.I./Business Conditions/Large Enterprises/Manufacturing/Actual result,% points,QUARTERLY,TANKAN/Judgement Survey,20260702,199101,36
TK99F1000601GCQ01000,D.I./Business Conditions/Large Enterprises/Manufacturing/Actual result,% points,QUARTERLY,TANKAN/Judgement Survey,20260702,199102,33
TK99F1000601GCQ01000,D.I./Business Conditions/Large Enterprises/Manufacturing/Actual result,% points,QUARTERLY,TANKAN/Judgement Survey,20260702,199103,25
TK99F1000601GCQ01000,D.I./Business Conditions/Large Enterprises/Manufacturing/Actual result,% points,QUARTERLY,TANKAN/Judgement Survey,20260702,199104,11
TK99F1000601GCQ01000,D.I./Business Conditions/Large Enterprises/Manufacturing/Actual result,% points,QUARTERLY,TANKAN/Judgement Survey,20260702,199201,-5
TK99F1000601GCQ01000,D.I./Business Conditions/Large Enterprises/Manufacturing/Actual result,% points,QUARTERLY,TANKAN/Judgement Survey,20260702,199202,-19
TK99F1000601GCQ01000,D.I./Business Conditions/Large Enterprises/Manufacturing/Actual result,% points,QUARTERLY,TANKAN/Judgement Survey,20260702,199203,-29
TK99F1000601GCQ01000,D.I./Business Conditions/Large Enterprises/Manufacturing/Actual result,% points,QUARTERLY,TANKAN/Judgement Survey,20260702,199204,-36
TK99F1000601GCQ01000,D.I./Business Conditions/Large Enterprises/Manufacturing/Actual result,% points,QUARTERLY,TANKAN/Judgement Survey,20260702,199301,-41
TK99F1000601GCQ01000,D.I./Business Conditions/Large Enterprises/Manufacturing/Actual result,% points,QUARTERLY,TANKAN/Judgement Survey,20260702,199302,-38
TK99F1000601GCQ01000,D.I./Business Conditions/Large Enterprises/Manufacturing/Actual result,% points,QUARTERLY,TANKAN/Judgement Survey,20260702,199303,-40
TK99F1000601GCQ01000,D.I./Business Conditions/Large Enterprises/Manufacturing/Actual result,% points,QUARTERLY,TANKAN/Judgement Survey,20260702,199304,-43
TK99F1000601GCQ01000,D.I./Business Conditions/Large Enterprises/Manufacturing/Actual result,% points,QUARTERLY,TANKAN/Judgement Survey,20260702,199401,-43
TK99F1000601GCQ01000,D.I./Business Conditions/Large Enterprises/Manufacturing/Actual result,% points,QUARTERLY,TANKAN/Judgement Survey,20260702,199402,-33
TK99F1000601GCQ01000,D.I./Business Conditions/Large Enterprises/Manufacturing/Actual result,% points,QUARTERLY,TANKAN/Judgement Survey,20260702,199403,-20
TK99F1000601GCQ01000,D.I./Business Conditions/Large Enterprises/Manufacturing/Actual result,% points,QUARTERLY,TANKAN/Judgement Survey,20260702,199404,-14
TK99F1000601GCQ01000,D.I./Business Conditions/Large Enterprises/Manufacturing/Actual result,% points,QUARTERLY,TANKAN/Judgement Survey,20260702,199501,-7
TK99F1000601GCQ01000,D.I./Business Conditions/Large Enterprises/Manufacturing/Actual result,% points,QUARTERLY,TANKAN/Judgement Survey,20260702,199502,-4
TK99F1000601GCQ01000,D.I./Business Conditions/Large Enterprises/Manufacturing/Actual result,% points,QUARTERLY,TANKAN/Judgement Survey,20260702,199503,-8
TK99F1000601GCQ01000,D.I./Business Conditions/Large Enterprises/Manufacturing/Actual result,% points,QUARTERLY,TANKAN/Judgement Survey,20260702,199504,-6
TK99F1000601GCQ01000,D.I./Business Conditions/Large Enterprises/Manufacturing/Actual result,% points,QUARTERLY,TANKAN/Judgement Survey,20260702,199601,-4
TK99F1000601GCQ01000,D.I./Business Conditions/Large Enterprises/Manufacturing/Actual result,% points,QUARTERLY,TANKAN/Judgement Survey,20260702,199602,5
TK99F1000601GCQ01000,D.I./Business Conditions/Large Enterprises/Manufacturing/Actual result,% points,QUARTERLY,TANKAN/Judgement Survey,20260702,199603,0
TK99F1000601GCQ01000,D.I./Business Conditions/Large Enterprises/Manufacturing/Actual result,% points,QUARTERLY,TANKAN/Judgement Survey,20260702,199604,4
TK99F1000601GCQ01000,D.I./Business Conditions/Large Enterprises/Manufacturing/Actual result,% points,QUARTERLY,TANKAN/Judgement Survey,20260702,199701,12
TK99F1000601GCQ01000,D.I./Business Conditions/Large Enterprises/Manufacturing/Actual result,% points,QUARTERLY,TANKAN/Judgement Survey,20260702,199702,13
TK99F1000601GCQ01000,D.I./Business Conditions/Large Enterprises/Manufacturing/Actual result,% points,QUARTERLY,TANKAN/Judgement Survey,20260702,199703,8
TK99F1000601GCQ01000,D.I./Business Conditions/Large Enterprises/Manufacturing/Actual result,% points,QUARTERLY,TANKAN/Judgement Survey,20260702,199704,-4
TK99F1000601GCQ01000,D.I./Business Conditions/Large Enterprises/Manufacturing/Actual result,% points,QUARTERLY,TANKAN/Judgement Survey,20260702,199801,-23
TK99F1000601GCQ01000,D.I./Business Conditions/Large Enterprises/Manufacturing/Actual result,% points,QUARTERLY,TANKAN/Judgement Survey,20260702,199802,-35
TK99F1000601GCQ01000,D.I./Business Conditions/Large Enterprises/Manufacturing/Actual result,% points,QUARTERLY,TANKAN/Judgement Survey,20260702,199803,-45
TK99F1000601GCQ01000,D.I./Business Conditions/Large Enterprises/Manufacturing/Actual result,% points,QUARTERLY,TANKAN/Judgement Survey,20260702,199804,-51
TK99F1000601GCQ01000,D.I./Business Conditions/Large Enterprises/Manufacturing/Actual result,% points,QUARTERLY,TANKAN/Judgement Survey,20260702,199901,-47
TK99F1000601GCQ01000,D.I./Business Conditions/Large Enterprises/Manufacturing/Actual result,% points,QUARTERLY,TANKAN/Judgement Survey,20260702,199902,-37
TK99F1000601GCQ01000,D.I./Business Conditions/Large Enterprises/Manufacturing/Actual result,% points,QUARTERLY,TANKAN/Judgement Survey,20260702,199903,-22
TK99F1000601GCQ01000,D.I./Business Conditions/Large Enterprises/Manufacturing/Actual result,% points,QUARTERLY,TANKAN/Judgement Survey,20260702,199904,-17
TK99F1000601GCQ01000,D.I./Business Conditions/Large Enterprises/Manufacturing/Actual result,% points,QUARTERLY,TANKAN/Judgement Survey,20260702,200001,-9
TK99F1000601GCQ01000,D.I./Business Conditions/Large Enterprises/Manufacturing/Actual result,% points,QUARTERLY,TANKAN/Judgement Survey,20260702,200002,3
TK99F1000601GCQ01000,D.I./Business Conditions/Large Enterprises/Manufacturing/Actual result,% points,QUARTERLY,TANKAN/Judgement Survey,20260702,200003,10
TK99F1000601GCQ01000,D.I./Business Conditions/Large Enterprises/Manufacturing/Actual result,% points,QUARTERLY,TANKAN/Judgement Survey,20260702,200004,10
TK99F1000601GCQ01000,D.I./Business Conditions/Large Enterprises/Manufacturing/Actual result,% points,QUARTERLY,TANKAN/Judgement Survey,20260702,200101,-5
TK99F1000601GCQ01000,D.I./Business Conditions/Large Enterprises/Manufacturing/Actual result,% points,QUARTERLY,TANKAN/Judgement Survey,20260702,200102,-16
TK99F1000601GCQ01000,D.I./Business Conditions/Large Enterprises/Manufacturing/Actual result,% points,QUARTERLY,TANKAN/Judgement Survey,20260702,200103,-33
TK99F1000601GCQ01000,D.I./Business Conditions/Large Enterprises/Manufacturing/Actual result,% points,QUARTERLY,TANKAN/Judgement Survey,20260702,200104,-38
TK99F1000601GCQ01000,D.I./Business Conditions/Large Enterprises/Manufacturing/Actual result,% points,QUARTERLY,TANKAN/Judgement Survey,20260702,200201,-38
TK99F1000601GCQ01000,D.I./Business Conditions/Large Enterprises/Manufacturing/Actual result,% points,QUARTERLY,TANKAN/Judgement Survey,20260702,200202,-18
TK99F1000601GCQ01000,D.I./Business Conditions/Large Enterprises/Manufacturing/Actual result,% points,QUARTERLY,TANKAN/Judgement Survey,20260702,200203,-14
TK99F1000601GCQ01000,D.I./Business Conditions/Large Enterprises/Manufacturing/Actual result,% points,QUARTERLY,TANKAN/Judgement Survey,20260702,200204,-9
TK99F1000601GCQ01000,D.I./Business Conditions/Large Enterprises/Manufacturing/Actual result,% points,QUARTERLY,TANKAN/Judgement Survey,20260702,200301,-10
TK99F1000601GCQ01000,D.I./Business Conditions/Large Enterprises/Manufacturing/Actual result,% points,QUARTERLY,TANKAN/Judgement Survey,20260702,200302,-5
TK99F1000601GCQ01000,D.I./Business Conditions/Large Enterprises/Manufacturing/Actual result,% points,QUARTERLY,TANKAN/Judgement Survey,20260702,200303,1
TK99F1000601GCQ01000,D.I./Business Conditions/Large Enterprises/Manufacturing/Actual result,% points,QUARTERLY,TANKAN/Judgement Survey,20260702,200304,11
TK99F1000601GCQ01000,D.I./Business Conditions/Large Enterprises/Manufacturing/Actual result,% points,QUARTERLY,TANKAN/Judgement Survey,20260702,200401,12
TK99F1000601GCQ01000,D.I./Business Conditions/Large Enterprises/Manufacturing/Actual result,% points,QUARTERLY,TANKAN/Judgement Survey,20260702,200402,22
TK99F1000601GCQ01000,D.I./Business Conditions/Large Enterprises/Manufacturing/Actual result,% points,QUARTERLY,TANKAN/Judgement Survey,20260702,200403,26
TK99F1000601GCQ01000,D.I./Business Conditions/Large Enterprises/Manufacturing/Actual result,% points,QUARTERLY,TANKAN/Judgement Survey,20260702,200404,22
TK99F1000601GCQ01000,D.I./Business Conditions/Large Enterprises/Manufacturing/Actual result,% points,QUARTERLY,TANKAN/Judgement Survey,20260702,200501,14
TK99F1000601GCQ01000,D.I./Business Conditions/Large Enterprises/Manufacturing/Actual result,% points,QUARTERLY,TANKAN/Judgement Survey,20260702,200502,18
TK99F1000601GCQ01000,D.I./Business Conditions/Large Enterprises/Manufacturing/Actual result,% points,QUARTERLY,TANKAN/Judgement Survey,20260702,200503,19
TK99F1000601GCQ01000,D.I./Business Conditions/Large Enterprises/Manufacturing/Actual result,% points,QUARTERLY,TANKAN/Judgement Survey,20260702,200504,21
TK99F1000601GCQ01000,D.I./Business Conditions/Large Enterprises/Manufacturing/Actual result,% points,QUARTERLY,TANKAN/Judgement Survey,20260702,200601,20
TK99F1000601GCQ01000,D.I./Business Conditions/Large Enterprises/Manufacturing/Actual result,% points,QUARTERLY,TANKAN/Judgement Survey,20260702,200602,21
TK99F1000601GCQ01000,D.I./Business Conditions/Large Enterprises/Manufacturing/Actual result,% points,QUARTERLY,TANKAN/Judgement Survey,20260702,200603,24
TK99F1000601GCQ01000,D.I./Business Conditions/Large Enterprises/Manufacturing/Actual result,% points,QUARTERLY,TANKAN/Judgement Survey,20260702,200604,25
TK99F1000601GCQ01000,D.I./Business Conditions/Large Enterprises/Manufacturing/Actual result,% points,QUARTERLY,TANKAN/Judgement Survey,20260702,200701,23
TK99F1000601GCQ01000,D.I./Business Conditions/Large Enterprises/Manufacturing/Actual result,% points,QUARTERLY,TANKAN/Judgement Survey,20260702,200702,23
TK99F1000601GCQ01000,D.I./Business Conditions/Large Enterprises/Manufacturing/Actual result,% points,QUARTERLY,TANKAN/Judgement Survey,20260702,200703,23
TK99F1000601GCQ01000,D.I./Business Conditions/Large Enterprises/Manufacturing/Actual result,% points,QUARTERLY,TANKAN/Judgement Survey,20260702,200704,19
TK99F1000601GCQ01000,D.I./Business Conditions/Large Enterprises/Manufacturing/Actual result,% points,QUARTERLY,TANKAN/Judgement Survey,20260702,200801,11
TK99F1000601GCQ01000,D.I./Business Conditions/Large Enterprises/Manufacturing/Actual result,% points,QUARTERLY,TANKAN/Judgement Survey,20260702,200802,5
TK99F1000601GCQ01000,D.I./Business Conditions/Large Enterprises/Manufacturing/Actual result,% points,QUARTERLY,TANKAN/Judgement Survey,20260702,200803,-3
TK99F1000601GCQ01000,D.I./Business Conditions/Large Enterprises/Manufacturing/Actual result,% points,QUARTERLY,TANKAN/Judgement Survey,20260702,200804,-24
TK99F1000601GCQ01000,D.I./Business Conditions/Large Enterprises/Manufacturing/Actual result,% points,QUARTERLY,TANKAN/Judgement Survey,20260702,200901,-58
TK99F1000601GCQ01000,D.I./Business Conditions/Large Enterprises/Manufacturing/Actual result,% points,QUARTERLY,TANKAN/Judgement Survey,20260702,200902,-48
TK99F1000601GCQ01000,D.I./Business Conditions/Large Enterprises/Manufacturing/Actual result,% points,QUARTERLY,TANKAN/Judgement Survey,20260702,200903,-33
TK99F1000601GCQ01000,D.I./Business Conditions/Large Enterprises/Manufacturing/Actual result,% points,QUARTERLY,TANKAN/Judgement Survey,20260702,200904,-24
TK99F1000601GCQ01000,D.I./Business Conditions/Large Enterprises/Manufacturing/Actual result,% points,QUARTERLY,TANKAN/Judgement Survey,20260702,201001,-14
TK99F1000601GCQ01000,D.I./Business Conditions/Large Enterprises/Manufacturing/Actual result,% points,QUARTERLY,TANKAN/Judgement Survey,20260702,201002,1
TK99F1000601GCQ01000,D.I./Business Conditions/Large Enterprises/Manufacturing/Actual result,% points,QUARTERLY,TANKAN/Judgement Survey,20260702,201003,8
TK99F1000601GCQ01000,D.I./Business Conditions/Large Enterprises/Manufacturing/Actual result,% points,QUARTERLY,TANKAN/Judgement Survey,20260702,201004,5
TK99F1000601GCQ01000,D.I./Business Conditions/Large Enterprises/Manufacturing/Actual result,% points,QUARTERLY,TANKAN/Judgement Survey,20260702,201101,6
TK99F1000601GCQ01000,D.I./Business Conditions/Large Enterprises/Manufacturing/Actual result,% points,QUARTERLY,TANKAN/Judgement Survey,20260702,201102,-9
TK99F1000601GCQ01000,D.I./Business Conditions/Large Enterprises/Manufacturing/Actual result,% points,QUARTERLY,TANKAN/Judgement Survey,20260702,201103,2
TK99F1000601GCQ01000,D.I./Business Conditions/Large Enterprises/Manufacturing/Actual result,% points,QUARTERLY,TANKAN/Judgement Survey,20260702,201104,-4
TK99F1000601GCQ01000,D.I./Business Conditions/Large Enterprises/Manufacturing/Actual result,% points,QUARTERLY,TANKAN/Judgement Survey,20260702,201201,-4
TK99F1000601GCQ01000,D.I./Business Conditions/Large Enterprises/Manufacturing/Actual result,% points,QUARTERLY,TANKAN/Judgement Survey,20260702,201202,-1
TK99F1000601GCQ01000,D.I./Business Conditions/Large Enterprises/Manufacturing/Actual result,% points,QUARTERLY,TANKAN/Judgement Survey,20260702,201203,-3
TK99F1000601GCQ01000,D.I./Business Conditions/Large Enterprises/Manufacturing/Actual result,% points,QUARTERLY,TANKAN/Judgement Survey,20260702,201204,-12
TK99F1000601GCQ01000,D.I./Business Conditions/Large Enterprises/Manufacturing/Actual result,% points,QUARTERLY,TANKAN/Judgement Survey,20260702,201301,-8
TK99F1000601GCQ01000,D.I./Business Conditions/Large Enterprises/Manufacturing/Actual result,% points,QUARTERLY,TANKAN/Judgement Survey,20260702,201302,4
TK99F1000601GCQ01000,D.I./Business Conditions/Large Enterprises/Manufacturing/Actual result,% points,QUARTERLY,TANKAN/Judgement Survey,20260702,201303,12
TK99F1000601GCQ01000,D.I./Business Conditions/Large Enterprises/Manufacturing/Actual result,% points,QUARTERLY,TANKAN/Judgement Survey,20260702,201304,16
TK99F1000601GCQ01000,D.I./Business Conditions/Large Enterprises/Manufacturing/Actual result,% points,QUARTERLY,TANKAN/Judgement Survey,20260702,201401,17
TK99F1000601GCQ01000,D.I./Business Conditions/Large Enterprises/Manufacturing/Actual result,% points,QUARTERLY,TANKAN/Judgement Survey,20260702,201402,12
TK99F1000601GCQ01000,D.I./Business Conditions/Large Enterprises/Manufacturing/Actual result,% points,QUARTERLY,TANKAN/Judgement Survey,20260702,201403,13
TK99F1000601GCQ01000,D.I./Business Conditions/Large Enterprises/Manufacturing/Actual result,% points,QUARTERLY,TANKAN/Judgement Survey,20260702,201404,12
TK99F1000601GCQ01000,D.I./Business Conditions/Large Enterprises/Manufacturing/Actual result,% points,QUARTERLY,TANKAN/Judgement Survey,20260702,201501,12
TK99F1000601GCQ01000,D.I./Business Conditions/Large Enterprises/Manufacturing/Actual result,% points,QUARTERLY,TANKAN/Judgement Survey,20260702,201502,15
TK99F1000601GCQ01000,D.I./Business Conditions/Large Enterprises/Manufacturing/Actual result,% points,QUARTERLY,TANKAN/Judgement Survey,20260702,201503,12
TK99F1000601GCQ01000,D.I./Business Conditions/Large Enterprises/Manufacturing/Actual result,% points,QUARTERLY,TANKAN/Judgement Survey,20260702,201504,12
TK99F1000601GCQ01000,D.I./Business Conditions/Large Enterprises/Manufacturing/Actual result,% points,QUARTERLY,TANKAN/Judgement Survey,20260702,201601,6
TK99F1000601GCQ01000,D.I./Business Conditions/Large Enterprises/Manufacturing/Actual result,% points,QUARTERLY,TANKAN/Judgement Survey,20260702,201602,6
TK99F1000601GCQ01000,D.I./Business Conditions/Large Enterprises/Manufacturing/Actual result,% points,QUARTERLY,TANKAN/Judgement Survey,20260702,201603,6
